z,mass,mass_err,SFR,sSFR,Z_Mannucci,Z_Dopita,deltaZ,Z_R23,Z_NHa,q,surf_bright,HaHb,bdec_frac_err,logR23,logNHa,OIII/OII,NII/OII,OIII/SII,NII/SII,Hbeta_ratio,Hdelta_eqw,D4000,vdisp,A_v
0.082,9.700,0.125,-0.334,-10.033,8.674,8.665,-0.009,8.610,8.739,7.257,20.225,3.604,0.029,0.798,-0.714,-0.422,-0.878,0.228,-0.227,0.518,6.556,1.145,68.409,0.848
0.111,10.423,0.258,0.058,-10.365,8.989,9.132,0.143,9.028,8.951,7.065,20.556,4.511,0.046,0.371,-0.485,-0.992,-0.339,-0.554,0.100,0.435,5.199,1.233,123.666,1.643
0.110,10.806,0.197,0.462,-10.345,9.059,9.310,0.252,9.118,8.999,7.153,19.886,6.569,0.060,0.211,-0.442,-0.985,-0.141,-0.441,0.402,1.131,3.707,1.335,146.984,1.113
0.166,10.102,0.256,-0.014,-10.116,8.902,8.920,0.018,8.892,8.912,7.248,21.069,3.684,0.060,0.558,-0.522,-0.675,-0.509,-0.240,-0.074,0.466,5.057,1.218,112.138,1.629
0.128,10.135,0.189,0.422,-9.713,9.039,9.157,0.118,9.082,8.996,7.130,20.678,4.621,0.031,0.278,-0.445,-0.984,-0.213,-0.666,0.105,0.349,5.131,1.150,77.460,1.679
0.108,10.065,0.173,0.137,-9.928,8.957,9.053,0.096,8.987,8.927,7.114,20.416,4.317,0.030,0.432,-0.507,-0.894,-0.412,-0.457,0.025,0.459,5.257,1.147,58.028,1.372
0.078,9.830,0.175,-0.960,-10.790,8.948,8.940,-0.009,8.938,8.959,7.172,20.730,3.536,0.082,0.501,-0.477,-0.812,-0.443,-0.472,-0.103,0.826,0.343,1.327,0.000,0.275
0.101,10.508,0.193,-0.429,-10.938,8.989,9.130,0.141,9.067,8.912,7.278,20.494,4.357,0.112,0.305,-0.522,-0.785,-0.313,-0.322,0.150,0.874,2.771,1.508,94.051,0.644
0.225,10.442,0.193,0.748,-9.693,8.946,9.086,0.140,8.885,9.008,7.744,20.920,4.577,0.052,0.566,-0.435,-0.410,-0.374,0.163,0.199,0.386,7.197,1.226,191.201,1.194
0.082,10.186,0.191,-0.766,-10.952,9.079,9.154,0.075,9.079,0.000,7.382,20.328,3.731,0.088,0.284,-0.377,-0.781,-0.112,-0.539,0.130,0.809,0.634,1.394,81.804,0.303
0.182,9.980,0.199,0.180,-9.800,8.920,9.008,0.088,8.980,8.859,7.346,21.333,3.582,0.062,0.443,-0.576,-0.636,-0.445,-0.155,0.036,0.351,6.900,1.165,18.586,0.928
0.114,10.539,0.176,0.143,-10.396,9.006,9.160,0.154,8.978,9.033,7.239,20.404,4.765,0.058,0.445,-0.416,-0.812,-0.324,-0.293,0.195,0.679,5.866,1.212,140.643,0.905
0.136,9.894,0.179,-0.249,-10.143,8.938,8.967,0.029,8.996,8.880,7.392,21.131,3.343,0.053,0.419,-0.554,-0.642,-0.378,-0.304,-0.041,0.466,8.229,1.149,163.711,0.995
0.152,10.587,0.184,0.160,-10.427,9.033,9.187,0.154,9.074,8.992,7.228,20.755,4.599,0.070,0.293,-0.448,-0.881,-0.215,-0.479,0.188,0.430,3.372,1.262,48.202,0.546
0.091,10.113,0.176,-0.266,-10.379,9.065,9.093,0.028,9.109,9.021,7.646,20.048,4.040,0.050,0.228,-0.425,-0.624,-0.058,-0.502,0.063,0.699,3.780,1.331,68.629,0.303
0.153,9.995,0.294,0.684,-9.311,8.769,8.838,0.069,8.720,8.818,7.244,21.022,4.582,0.031,0.724,-0.621,-0.528,-0.741,0.132,-0.082,0.098,3.508,1.106,850.000,0.465
0.071,10.185,0.182,-0.421,-10.606,9.082,9.193,0.111,9.082,0.000,7.552,20.153,3.646,0.033,0.278,-0.353,-0.668,-0.067,-0.381,0.220,0.554,4.908,1.269,64.597,1.095
0.071,9.207,0.131,-0.603,-9.810,8.630,8.517,-0.113,8.685,8.575,7.757,20.898,2.967,0.025,0.750,-0.918,-0.030,-0.860,0.514,-0.316,0.237,3.775,1.112,30.835,1.061
0.076,10.317,0.189,-0.306,-10.622,9.051,9.104,0.053,9.051,0.000,7.422,19.784,4.183,0.050,0.332,-0.347,-0.747,-0.126,-0.556,0.065,0.463,1.610,1.481,143.847,0.177
0.179,11.046,0.213,0.704,-10.343,8.965,9.190,0.225,8.965,0.000,7.236,20.397,5.440,0.067,0.465,-0.334,-0.847,-0.269,-0.356,0.222,0.786,6.814,1.327,152.538,1.289
0.099,10.730,0.190,-0.198,-10.928,9.124,9.253,0.129,9.124,0.000,7.608,20.088,4.173,0.059,0.199,-0.354,-0.661,0.018,-0.359,0.320,0.713,3.902,1.399,123.622,0.284
0.093,10.627,0.192,-0.035,-10.662,8.997,9.086,0.090,9.012,8.981,7.248,20.438,5.271,0.066,0.395,-0.457,-0.801,-0.325,-0.397,0.079,0.704,5.124,1.410,134.266,1.005
0.244,10.587,0.241,0.293,-10.294,9.102,9.232,0.129,9.155,9.050,7.284,21.083,4.195,0.069,0.136,-0.404,-0.882,-0.021,-0.652,0.209,0.674,1.827,1.269,32.739,-0.019
0.111,10.594,0.171,-0.044,-10.638,9.063,9.172,0.109,9.165,8.962,7.407,20.323,4.118,0.045,0.116,-0.474,-0.775,-0.071,-0.555,0.149,0.582,4.513,1.282,86.819,0.606
0.112,10.190,0.202,0.090,-10.101,8.955,9.022,0.066,8.970,8.941,7.250,20.368,3.721,0.028,0.457,-0.494,-0.744,-0.408,-0.318,0.018,0.458,6.695,1.210,101.608,1.154
0.112,10.475,0.183,0.112,-10.363,9.117,9.218,0.100,9.174,9.061,7.622,20.258,4.296,0.037,0.096,-0.397,-0.671,0.076,-0.528,0.220,0.468,5.676,1.253,86.022,0.074
0.081,10.485,0.192,-0.058,-10.543,9.059,9.212,0.153,9.059,0.000,7.359,20.215,5.166,0.051,0.319,-0.301,-0.806,-0.086,-0.502,0.218,0.706,3.334,1.356,116.064,0.036
0.091,10.158,0.324,0.003,-10.154,8.921,8.955,0.034,8.948,8.894,7.465,20.393,3.643,0.022,0.487,-0.540,-0.548,-0.429,-0.138,-0.019,0.304,6.294,1.180,95.648,1.226
0.081,9.869,0.163,-0.894,-10.763,8.888,8.867,-0.021,8.961,8.815,7.064,21.096,3.244,0.060,0.470,-0.625,-0.797,-0.646,-0.285,-0.134,0.435,5.221,1.266,59.409,-0.792
0.121,10.026,0.237,-0.476,-10.502,8.944,8.963,0.019,8.886,9.002,7.277,21.822,4.242,0.115,0.565,-0.440,-0.698,-0.445,-0.297,-0.044,0.644,6.433,1.526,44.720,2.404
0.081,10.330,0.182,-0.294,-10.624,9.060,9.162,0.101,9.072,9.049,7.263,19.963,4.293,0.046,0.296,-0.405,-0.866,-0.158,-0.577,0.131,0.629,4.379,1.394,101.207,-0.328
0.092,9.799,0.231,-0.293,-10.092,8.866,8.845,-0.021,8.901,8.831,7.400,20.358,3.092,0.023,0.547,-0.607,-0.515,-0.551,-0.078,-0.114,0.387,6.211,1.161,23.084,0.417
0.081,10.041,0.152,-0.478,-10.519,8.897,8.901,0.005,8.912,8.881,7.199,20.246,3.746,0.042,0.534,-0.553,-0.717,-0.531,-0.288,-0.102,0.579,4.606,1.316,80.003,-0.664
0.194,11.205,0.263,0.449,-10.755,8.964,9.058,0.094,8.891,9.038,7.406,20.494,5.188,0.111,0.559,-0.413,-0.626,-0.385,-0.141,0.100,0.868,3.658,1.429,171.714,0.034
0.166,9.658,0.128,0.055,-9.603,8.738,8.641,-0.097,8.762,8.715,7.427,21.044,3.156,0.034,0.690,-0.743,-0.343,-0.770,0.168,-0.259,0.331,6.650,1.192,109.320,0.122
0.193,10.638,0.198,0.211,-10.427,9.088,9.198,0.110,9.149,9.027,7.810,20.888,3.606,0.053,0.148,-0.421,-0.579,0.015,-0.362,0.232,0.544,3.274,1.296,92.500,0.786
0.122,10.606,0.176,0.190,-10.416,9.029,9.138,0.109,9.077,8.980,7.406,20.290,4.276,0.040,0.287,-0.458,-0.729,-0.206,-0.376,0.147,0.701,7.084,1.338,89.210,1.282
0.118,10.666,0.196,0.132,-10.534,8.980,9.036,0.055,8.973,8.987,7.881,19.843,3.383,0.027,0.453,-0.452,-0.423,-0.273,-0.061,0.089,0.362,3.726,1.326,178.902,0.362
0.098,10.563,0.251,0.467,-10.096,8.955,9.089,0.134,8.955,0.000,7.549,20.186,4.500,0.020,0.478,-0.375,-0.591,-0.268,-0.195,0.127,0.289,6.976,1.217,109.878,2.118
0.098,10.602,0.207,0.064,-10.538,9.072,9.225,0.153,9.075,9.069,7.181,20.307,5.249,0.061,0.291,-0.392,-0.954,-0.151,-0.588,0.215,0.643,3.303,1.431,127.986,0.381
0.096,10.398,0.181,-0.229,-10.627,9.165,9.245,0.080,9.165,0.000,7.544,20.610,4.705,0.061,0.116,-0.341,-0.722,0.073,-0.538,0.257,0.703,3.355,1.369,84.600,0.021
0.075,9.310,0.247,-0.386,-9.696,8.676,8.583,-0.092,8.700,8.651,7.606,20.806,3.574,0.027,0.739,-0.821,-0.166,-0.822,0.380,-0.277,0.317,6.150,1.317,128.377,-0.099
0.108,10.906,0.195,0.358,-10.548,8.974,9.109,0.135,8.902,9.047,7.180,19.516,5.326,0.053,0.546,-0.406,-0.827,-0.405,-0.292,0.130,0.890,3.205,1.430,186.671,-0.112
0.211,10.229,0.190,0.394,-9.835,8.872,8.922,0.050,8.879,8.866,7.223,20.836,3.591,0.037,0.573,-0.569,-0.663,-0.571,-0.144,-0.053,0.410,6.230,1.209,68.078,0.785
0.224,10.631,0.207,0.119,-10.512,9.105,9.177,0.072,9.105,0.000,7.213,21.035,3.757,0.082,0.236,-0.382,-0.948,-0.069,-0.774,0.105,0.599,5.362,1.276,42.930,-0.170
0.091,9.866,0.221,-0.435,-10.300,8.878,8.893,0.015,8.894,8.862,7.318,21.275,4.201,0.060,0.556,-0.573,-0.587,-0.550,-0.111,-0.074,0.460,6.208,1.403,25.234,1.586
0.112,9.863,0.221,-0.320,-10.183,8.999,9.074,0.075,9.018,8.979,7.331,21.251,3.837,0.053,0.386,-0.459,-0.754,-0.283,-0.410,0.061,0.288,6.986,1.282,72.300,-0.073
0.151,10.542,0.220,0.005,-10.537,9.112,9.251,0.139,9.112,0.000,7.308,20.729,3.788,0.052,0.222,-0.331,-0.860,-0.017,-0.590,0.254,0.493,3.846,1.364,129.137,-0.410
0.071,9.850,0.164,-0.451,-10.301,9.004,9.010,0.006,9.053,8.955,7.435,20.309,3.440,0.028,0.329,-0.481,-0.687,-0.243,-0.475,-0.031,0.483,5.935,1.228,61.489,0.889
0.151,9.583,0.170,0.024,-9.558,8.836,8.796,-0.040,8.844,8.829,7.721,21.140,3.144,0.029,0.611,-0.609,-0.293,-0.542,0.126,-0.123,0.280,6.320,1.275,63.405,0.341
0.183,10.616,0.270,0.653,-9.963,9.007,9.184,0.177,9.024,8.990,7.095,20.717,4.894,0.051,0.376,-0.450,-0.977,-0.305,-0.490,0.182,0.358,5.216,1.341,152.246,-0.073
0.091,10.126,0.167,-0.561,-10.688,9.058,9.135,0.077,9.109,9.006,7.434,20.643,3.582,0.055,0.228,-0.437,-0.735,-0.136,-0.478,0.121,0.477,3.090,1.380,59.402,-0.180
0.101,9.774,0.160,-0.058,-9.832,8.963,9.001,0.038,9.009,8.917,7.410,20.528,3.661,0.030,0.400,-0.516,-0.648,-0.345,-0.306,-0.004,0.426,8.350,1.242,129.605,0.785
0.093,10.395,0.192,-0.429,-10.823,9.143,9.233,0.090,9.143,0.000,7.530,20.711,4.141,0.066,0.161,-0.370,-0.721,0.026,-0.497,0.250,0.523,4.044,1.457,75.825,0.139
0.169,11.120,0.208,0.191,-10.929,8.972,9.115,0.142,8.990,8.954,7.378,20.227,4.898,0.138,0.428,-0.481,-0.660,-0.368,-0.115,0.177,1.390,2.622,1.536,156.027,0.110
0.109,9.981,0.149,-0.428,-10.409,8.932,8.958,0.026,8.975,8.890,7.317,20.877,3.360,0.048,0.450,-0.544,-0.675,-0.425,-0.299,-0.048,0.502,5.937,1.230,87.649,0.611
0.152,10.699,0.200,0.479,-10.220,9.090,9.157,0.067,9.145,9.034,7.826,20.820,4.236,0.039,0.157,-0.416,-0.559,0.001,-0.393,0.167,0.332,5.099,1.373,169.397,1.720
0.183,10.143,0.221,0.337,-9.806,8.927,8.971,0.044,8.899,8.954,7.242,21.249,4.618,0.068,0.549,-0.481,-0.705,-0.479,-0.252,-0.026,0.649,2.981,1.308,84.901,0.850
0.071,10.241,0.182,0.159,-10.082,8.848,8.885,0.037,8.798,8.898,7.198,20.503,5.478,0.033,0.657,-0.535,-0.657,-0.626,-0.113,-0.083,0.224,7.239,1.332,136.423,0.507
0.096,10.371,0.196,-0.588,-10.959,9.024,9.144,0.120,9.024,0.000,7.443,20.403,3.420,0.058,0.376,-0.316,-0.738,-0.109,-0.503,0.126,0.763,3.560,1.353,84.137,-0.227
0.101,10.509,0.193,-0.229,-10.738,8.936,9.091,0.155,8.949,8.924,7.181,20.686,5.319,0.114,0.487,-0.509,-0.797,-0.450,-0.223,0.123,0.739,1.421,1.403,100.160,0.055
0.108,10.664,0.191,-0.077,-10.741,9.006,9.119,0.114,9.051,8.960,7.568,20.374,4.816,0.078,0.332,-0.476,-0.599,-0.234,-0.201,0.163,0.843,2.628,1.350,106.236,0.322
0.091,10.113,0.176,-0.261,-10.374,9.039,9.111,0.072,9.091,8.988,7.367,20.100,4.120,0.044,0.262,-0.452,-0.774,-0.166,-0.528,0.080,0.731,5.853,1.323,55.327,-0.129
0.126,10.791,0.192,0.151,-10.640,9.091,9.184,0.093,9.128,9.054,7.333,19.646,3.889,0.033,0.192,-0.401,-0.832,-0.056,-0.626,0.149,0.736,5.550,1.305,84.959,0.185
0.108,10.597,0.193,0.135,-10.462,9.174,9.267,0.094,9.174,0.000,7.544,20.236,4.372,0.041,0.097,-0.332,-0.729,0.107,-0.546,0.290,0.472,4.717,1.233,102.493,0.333
0.116,10.433,0.185,-0.264,-10.696,8.958,9.127,0.168,8.981,8.935,6.982,20.988,4.545,0.091,0.441,-0.499,-1.044,-0.422,-0.521,0.101,0.576,3.771,1.275,133.044,-0.056
0.138,10.805,0.201,-0.133,-10.939,8.889,9.215,0.326,8.889,0.000,6.987,20.126,4.102,0.102,0.561,-0.335,-1.070,-0.373,-0.465,0.232,1.167,1.964,1.448,155.186,-0.181
0.189,10.542,0.215,0.422,-10.119,8.975,9.139,0.164,9.001,8.949,7.251,21.105,4.832,0.082,0.412,-0.486,-0.793,-0.334,-0.290,0.169,0.543,4.515,1.295,151.315,1.546
0.113,10.397,0.180,0.208,-10.189,9.067,9.138,0.071,9.090,9.043,7.420,20.295,4.145,0.028,0.264,-0.409,-0.749,-0.123,-0.509,0.117,0.417,5.015,1.197,81.274,0.982
0.075,9.848,0.149,-1.014,-10.862,8.940,8.961,0.021,8.927,8.954,7.187,20.906,3.438,0.074,0.515,-0.481,-0.768,-0.480,-0.343,-0.055,0.894,3.702,1.321,95.409,-0.406
0.114,10.339,0.172,-0.571,-10.910,9.054,9.185,0.131,9.101,9.007,7.545,20.809,3.519,0.079,0.243,-0.436,-0.661,-0.103,-0.339,0.219,1.015,3.394,1.259,63.577,-0.117
0.193,10.038,0.198,0.559,-9.478,8.924,8.986,0.062,8.938,8.911,7.354,21.150,3.880,0.032,0.501,-0.523,-0.627,-0.451,-0.168,0.008,0.214,7.347,1.077,123.386,1.588
0.106,9.958,0.377,0.285,-9.673,8.823,8.830,0.007,8.847,8.799,7.534,20.479,3.215,0.016,0.608,-0.643,-0.370,-0.598,0.139,-0.088,0.109,4.730,1.027,0.000,0.412
0.071,9.757,0.158,-0.776,-10.533,8.948,8.932,-0.015,9.019,8.876,7.257,20.704,3.395,0.043,0.385,-0.558,-0.740,-0.401,-0.444,-0.105,0.590,5.151,1.295,79.999,-0.118
0.075,10.201,0.169,-0.351,-10.552,9.089,9.227,0.137,9.142,9.036,7.254,19.950,3.849,0.036,0.164,-0.414,-0.918,-0.042,-0.680,0.195,0.680,3.908,1.277,44.349,-0.089
0.071,10.436,0.181,-0.151,-10.587,9.075,9.183,0.107,9.075,0.000,7.475,19.946,4.171,0.029,0.290,-0.340,-0.728,-0.072,-0.472,0.184,0.442,4.395,1.344,81.067,0.221
0.071,9.881,0.163,-0.816,-10.697,9.044,9.071,0.028,9.095,8.992,7.439,20.544,3.379,0.046,0.254,-0.448,-0.731,-0.135,-0.575,0.021,0.488,4.153,1.343,15.098,-0.413
0.132,10.677,0.186,0.536,-10.141,9.012,9.138,0.126,9.012,0.000,7.819,20.004,4.519,0.030,0.395,-0.374,-0.502,-0.159,-0.139,0.203,0.492,6.102,1.222,161.146,0.863
0.071,9.710,0.214,-0.581,-10.291,8.737,8.640,-0.098,8.729,8.746,7.265,20.871,3.715,0.038,0.717,-0.705,-0.467,-0.799,0.051,-0.281,0.264,6.057,1.272,26.882,0.084
0.070,10.491,0.186,-0.026,-10.517,9.240,9.302,0.061,9.240,0.000,7.788,19.654,4.561,0.029,-0.058,-0.363,-0.666,0.286,-0.628,0.324,0.469,3.028,1.373,98.965,0.317
0.082,9.984,0.157,-0.448,-10.432,8.857,8.910,0.053,8.838,8.876,7.210,20.833,3.948,0.049,0.617,-0.558,-0.654,-0.609,-0.101,-0.056,0.500,4.824,1.250,17.972,-0.413
0.198,10.151,0.183,0.650,-9.501,8.865,8.953,0.087,8.833,8.897,7.310,21.052,4.076,0.037,0.622,-0.536,-0.581,-0.570,-0.005,0.006,0.259,6.746,1.114,184.559,0.779
0.207,11.048,0.186,0.543,-10.505,9.124,9.230,0.106,9.186,9.061,7.823,20.221,3.905,0.049,0.069,-0.397,-0.609,0.132,-0.495,0.246,0.630,5.001,1.305,97.589,0.762
0.117,10.698,0.207,0.321,-10.376,9.027,9.160,0.133,8.986,9.069,7.271,20.436,5.292,0.057,0.434,-0.391,-0.804,-0.292,-0.324,0.189,0.548,2.143,1.278,137.881,0.828
0.090,9.469,0.192,-0.554,-10.023,8.816,8.724,-0.092,8.835,8.798,7.605,20.722,2.924,0.027,0.621,-0.644,-0.325,-0.598,0.073,-0.200,0.388,6.631,1.177,0.000,0.569
0.133,10.719,0.262,0.178,-10.542,9.128,9.236,0.108,9.128,0.000,7.557,20.628,4.438,0.043,0.192,-0.371,-0.687,-0.001,-0.408,0.279,0.525,4.047,1.295,67.089,0.910
0.138,10.335,0.240,-0.361,-10.696,9.023,9.074,0.051,9.069,8.976,7.655,21.332,3.664,0.079,0.302,-0.462,-0.585,-0.157,-0.354,0.074,0.363,3.579,1.510,88.884,0.844
0.070,10.119,0.175,-0.204,-10.323,8.924,8.973,0.049,8.916,8.933,7.339,19.888,4.158,0.033,0.529,-0.501,-0.635,-0.456,-0.190,-0.011,0.442,4.711,1.374,86.835,-0.141
0.120,9.581,0.210,-0.321,-9.902,8.758,8.654,-0.104,8.809,8.707,7.403,21.888,3.643,0.047,0.647,-0.752,-0.375,-0.754,0.123,-0.256,0.284,8.614,1.195,166.959,1.045
0.187,9.940,0.178,0.537,-9.404,8.835,8.921,0.086,8.838,8.832,7.155,21.242,4.312,0.052,0.617,-0.606,-0.689,-0.653,-0.076,-0.040,0.280,6.813,1.208,0.000,0.833
0.155,10.724,0.169,0.540,-10.184,9.049,9.265,0.216,9.127,8.971,7.069,20.161,4.524,0.038,0.194,-0.467,-1.076,-0.140,-0.688,0.248,0.496,3.727,1.261,83.566,1.183
0.081,9.835,0.172,-0.585,-10.420,8.929,8.972,0.042,8.952,8.907,7.127,20.544,3.465,0.043,0.482,-0.527,-0.838,-0.476,-0.423,-0.061,0.558,5.910,1.228,20.040,0.512
0.203,10.778,0.216,0.594,-10.185,9.197,9.312,0.115,9.197,0.000,7.582,20.899,4.572,0.085,0.044,-0.312,-0.725,0.192,-0.549,0.367,0.401,3.996,1.285,110.937,1.122
0.080,10.179,0.198,-0.684,-10.863,8.973,8.996,0.022,8.961,8.985,7.207,20.587,4.237,0.085,0.470,-0.454,-0.804,-0.397,-0.448,-0.042,0.619,4.447,1.466,106.332,0.257
0.112,10.270,0.212,0.090,-10.180,8.961,9.023,0.062,8.955,8.967,7.302,20.458,4.446,0.045,0.478,-0.470,-0.710,-0.395,-0.290,0.025,0.536,5.059,1.275,92.786,0.758
0.116,9.970,0.174,-0.299,-10.269,9.045,9.112,0.067,9.072,9.017,7.520,20.927,3.432,0.043,0.296,-0.428,-0.660,-0.153,-0.396,0.111,0.464,5.973,1.203,39.099,0.735
0.183,10.593,0.204,0.765,-9.828,8.984,9.065,0.081,8.899,9.069,7.254,20.569,4.378,0.030,0.549,-0.391,-0.752,-0.391,-0.283,0.078,0.264,5.131,1.226,188.467,1.213
0.082,9.423,0.156,-1.049,-10.471,8.787,8.529,-0.258,8.871,8.703,7.395,21.060,2.940,0.055,0.582,-0.757,-0.418,-0.700,-0.132,-0.414,0.626,6.758,1.286,46.595,1.003
0.092,10.173,0.179,-0.367,-10.540,8.900,8.994,0.094,8.864,8.936,7.006,20.541,4.445,0.075,0.589,-0.498,-0.915,-0.562,-0.383,-0.029,0.761,4.046,1.261,63.571,0.241
0.111,9.873,0.134,-0.436,-10.309,8.869,8.769,-0.100,8.930,8.807,7.425,20.868,3.170,0.041,0.511,-0.634,-0.504,-0.536,-0.172,-0.204,0.520,5.177,1.219,102.255,1.145
0.275,10.789,0.230,0.771,-10.018,9.043,9.225,0.182,9.043,0.000,7.543,20.941,4.494,0.056,0.345,-0.329,-0.657,-0.118,-0.229,0.310,0.512,6.269,1.265,135.375,1.491
0.105,10.660,0.194,-0.215,-10.876,9.125,9.219,0.094,9.125,0.000,7.350,20.229,4.361,0.069,0.197,-0.383,-0.823,-0.036,-0.577,0.210,0.750,3.100,1.357,115.076,0.208
0.186,10.852,0.201,0.182,-10.670,9.062,9.160,0.098,9.106,9.018,7.503,20.951,4.275,0.094,0.235,-0.427,-0.698,-0.104,-0.431,0.163,0.544,5.418,1.392,102.337,0.896
0.090,10.020,0.182,-0.418,-10.438,8.966,9.007,0.041,9.008,8.924,7.235,20.752,3.535,0.041,0.402,-0.510,-0.784,-0.377,-0.433,-0.025,0.436,6.380,1.218,62.359,0.365
0.114,10.201,0.201,-0.067,-10.268,8.896,8.874,-0.022,8.902,8.890,7.380,21.248,5.033,0.080,0.546,-0.543,-0.558,-0.517,-0.138,-0.098,0.531,0.100,1.264,178.762,0.658
0.106,10.265,0.159,-0.062,-10.327,8.936,8.984,0.049,8.994,8.877,7.303,20.612,4.087,0.041,0.422,-0.557,-0.691,-0.421,-0.290,-0.021,0.471,7.459,1.271,110.278,0.974
0.169,10.353,0.183,0.659,-9.693,8.884,9.024,0.140,8.860,8.909,7.040,20.774,4.627,0.039,0.595,-0.525,-0.861,-0.588,-0.234,0.039,0.346,7.054,1.214,81.490,1.663
0.074,9.202,0.131,-0.424,-9.625,8.757,8.743,-0.014,8.770,8.744,7.384,20.974,3.503,0.031,0.683,-0.708,-0.394,-0.751,0.197,-0.160,0.237,5.876,1.165,42.859,0.581
0.080,9.746,0.148,-0.470,-10.216,9.002,9.065,0.063,9.049,8.954,7.371,20.751,3.379,0.031,0.335,-0.481,-0.729,-0.263,-0.417,0.049,0.341,4.901,1.183,51.946,0.373
0.091,10.539,0.193,-0.240,-10.779,9.002,9.067,0.066,8.934,9.070,7.259,20.640,5.140,0.077,0.506,-0.391,-0.768,-0.356,-0.345,0.067,0.714,2.591,1.367,88.430,1.817
0.153,10.717,0.210,-0.142,-10.859,9.091,9.206,0.116,9.091,0.000,7.401,20.805,4.346,0.104,0.263,-0.289,-0.795,-0.009,-0.600,0.186,1.258,2.786,1.380,87.791,0.880
0.091,10.454,0.198,-0.287,-10.740,8.996,9.083,0.087,9.055,8.937,7.256,20.316,5.161,0.103,0.325,-0.498,-0.805,-0.303,-0.435,0.066,1.095,3.090,1.481,130.276,0.590
0.099,9.738,0.201,-0.401,-10.139,8.845,8.795,-0.050,8.890,8.799,7.330,20.823,3.452,0.035,0.560,-0.642,-0.538,-0.606,-0.098,-0.166,0.533,5.556,1.230,13.418,1.566
0.125,9.959,0.231,-0.394,-10.353,9.038,9.094,0.056,9.038,0.000,7.711,21.299,3.989,0.095,0.353,-0.347,-0.572,-0.122,-0.351,0.099,0.553,3.042,1.448,112.036,0.565
0.093,10.628,0.192,-0.122,-10.749,9.047,9.110,0.063,9.059,9.036,7.469,20.316,4.761,0.057,0.320,-0.414,-0.695,-0.171,-0.422,0.103,0.684,4.135,1.349,90.699,0.980
0.190,9.995,0.166,0.517,-9.478,8.823,8.906,0.083,8.774,8.873,7.345,20.822,3.679,0.032,0.679,-0.562,-0.505,-0.636,0.114,-0.018,0.295,6.277,1.174,0.000,0.731
0.076,9.938,0.200,-0.947,-10.884,9.004,8.663,-0.341,8.952,9.056,7.349,20.980,4.527,0.149,0.483,-0.400,-0.695,-0.352,-0.770,-0.428,1.674,1.164,1.507,63.942,0.054
0.116,10.626,0.199,-0.236,-10.861,8.980,9.087,0.107,8.934,9.025,7.131,19.761,3.938,0.058,0.505,-0.422,-0.887,-0.394,-0.419,0.075,1.970,3.827,1.360,76.729,-0.188
0.112,10.475,0.183,0.173,-10.302,9.084,9.250,0.165,9.108,9.061,7.167,20.268,4.438,0.039,0.230,-0.397,-0.982,-0.105,-0.639,0.239,0.507,5.472,1.182,106.467,0.992
0.112,10.190,0.202,0.163,-10.027,8.950,9.021,0.072,8.937,8.963,7.216,20.330,3.916,0.032,0.502,-0.473,-0.773,-0.426,-0.332,0.015,0.371,5.438,1.136,114.888,1.432
0.071,9.207,0.131,-0.512,-9.719,8.567,8.466,-0.101,8.567,0.000,7.568,20.968,3.148,0.024,0.821,-1.002,-0.055,-1.024,0.623,-0.346,0.192,3.967,1.167,37.714,-0.212
0.091,10.544,0.254,0.216,-10.328,8.919,9.001,0.082,8.867,8.971,7.154,20.531,5.589,0.050,0.586,-0.466,-0.784,-0.510,-0.271,0.004,0.449,3.894,1.343,128.973,1.526
0.081,9.869,0.163,-0.877,-10.746,8.907,8.761,-0.146,8.961,8.854,7.285,21.178,3.231,0.062,0.470,-0.581,-0.665,-0.481,-0.452,-0.268,0.322,8.224,1.227,0.000,-0.216
0.105,10.422,0.186,-0.061,-10.483,8.987,9.101,0.114,8.954,9.019,7.149,20.561,4.589,0.059,0.480,-0.427,-0.879,-0.376,-0.409,0.094,0.502,2.863,1.287,139.387,0.146
0.173,10.211,0.237,-0.069,-10.280,9.058,9.183,0.125,9.077,9.038,7.755,21.460,5.061,0.199,0.288,-0.412,-0.577,-0.059,-0.290,0.228,0.629,0.276,1.273,297.253,-0.819
0.121,10.528,0.216,-0.143,-10.671,8.932,9.114,0.183,8.932,0.000,7.385,20.380,4.483,0.098,0.509,-0.371,-0.672,-0.340,-0.167,0.165,0.864,2.823,1.339,141.326,0.302
0.135,9.642,0.177,0.028,-9.614,8.932,8.993,0.061,8.927,8.936,7.735,21.163,3.696,0.043,0.515,-0.498,-0.415,-0.375,0.012,0.052,0.181,3.135,1.169,135.883,0.004
0.070,10.491,0.186,0.198,-10.293,9.179,9.332,0.153,9.179,0.000,7.136,19.655,5.618,0.035,0.085,-0.366,-1.044,0.071,-0.787,0.328,0.451,2.403,1.410,122.049,0.767
0.151,9.997,0.225,0.144,-9.853,9.020,9.135,0.115,9.060,8.980,7.164,20.806,3.939,0.047,0.317,-0.458,-0.929,-0.252,-0.578,0.098,0.399,7.012,1.220,44.545,-0.014
0.072,8.743,0.401,-0.399,-9.143,8.625,8.616,-0.009,8.690,8.560,7.715,21.362,3.713,0.032,0.746,-0.937,-0.046,-0.885,0.625,-0.214,0.194,6.141,1.175,0.000,0.715
